# stan_version_major = 2
# stan_version_minor = 27
# stan_version_patch = 0
# model = est_model9_model
# start_datetime = 2023-11-09 00:36:57 UTC
# method = sample (Default)
#   sample
#     num_samples = 300
#     num_warmup = 200
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/standata-524113a2cad.json
# init = 2 (Default)
# random
#   seed = 3283
# output
#   file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/est_model9-202311090036-2-7c2185.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/ym/jhpnwhvd4p54fz414vlsdlsh0000gn/T/Rtmpvr9TMr/est_model9-profile-202311090036-2-24d491.csv
# stanc_version = stanc3 v2.27.0
# stancflags = --include-paths=/Users/sahoko/GitHub/ANOVA-GP-model-selection/Code/Stan --name=est_model9_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha0,alpha1,alpha2,alpha3,sigma
-4107.2,0.944545,0.00935504,4,23,0,4109.79,5.0899,0.0533282,0.0809075,0.032861,0.988267
-4108.7,0.744666,0.0126399,4,15,0,4109.41,5.87414,0.0519433,0.0832013,0.0343403,1.0074
-4109.19,0.469835,0.0117332,5,31,0,4114.52,6.47853,0.0471484,0.102332,0.0280513,0.993173
-4109.04,0.97903,0.00654216,5,63,0,4110.79,6.39521,0.0463136,0.102461,0.028207,1.00001
-4107.31,0.93947,0.00939596,6,95,0,4111.09,4.18754,0.075996,0.119854,0.0414792,1.00207
-4106.74,0.972763,0.0125072,5,31,0,4107.98,4.13475,0.0721915,0.11257,0.0351887,0.984548
-4106.74,1.51494e-08,0.0176522,1,1,0,4112.45,4.13475,0.0721915,0.11257,0.0351887,0.984548
-4106.52,0.99749,0.00420604,7,127,0,4107.98,3.98567,0.0717929,0.130322,0.0410178,0.988038
-4106.84,0.637844,0.795913,2,7,0,4109.37,5.73262,0.0475184,0.0878079,0.0280241,1.00167
-4106.84,0,5.92684,0,1,1,4110.08,5.73262,0.0475184,0.0878079,0.0280241,1.00167
-4106.97,0.789461,0.824066,2,3,0,4107.79,5.20268,0.0544097,0.0883816,0.02757,0.987386
-4106.11,0.936595,0.59594,3,7,0,4110.22,4.43267,0.0587871,0.11041,0.0426078,0.996746
-4106.2,0.63595,0.730126,2,7,0,4109.2,5.17182,0.0475917,0.0976879,0.0351773,0.987354
-4106.62,0.98183,0.403511,4,15,0,4108.53,3.86516,0.0780943,0.13066,0.0380325,0.992195
-4105.88,0.77457,0.649687,3,7,0,4107.58,4.45627,0.0577662,0.117706,0.0402734,0.988226
-4105.46,0.660562,0.575811,2,3,0,4108.41,4.57056,0.0668859,0.121738,0.0359444,0.996249
-4106.97,0.959061,0.362206,3,15,0,4113.96,5.5628,0.0491792,0.0814229,0.0280568,0.994773
-4107.03,0.952079,0.589674,3,7,0,4108.02,5.90169,0.054163,0.0951307,0.0265652,0.987541
-4106.98,0.143731,0.950391,2,7,1,4108.76,5.97047,0.044166,0.0965381,0.0300227,0.993102
-4106.28,0.999022,0.119861,5,31,0,4108.19,4.57922,0.0762888,0.117193,0.0330698,0.993278
-4105.66,0.97967,0.227174,3,15,0,4107.82,4.87949,0.06726,0.103937,0.0343764,0.998412
-4106.55,0.924161,0.405351,2,7,0,4107.39,4.28792,0.0599627,0.117962,0.0356233,0.981919
-4106.51,0.917386,0.606824,2,7,0,4107.86,5.13145,0.0644594,0.107579,0.0319961,1.00482
-4105.03,0.484024,0.887293,2,3,0,4106.05,5.08407,0.0550004,0.105888,0.0328919,0.990071
-4106.07,0.948112,0.340747,3,15,0,4106.51,4.60779,0.0595577,0.110426,0.0309106,1.00397
-4106.77,0.968117,0.548295,3,7,0,4107.66,4.47485,0.0580494,0.0983401,0.0394162,1.00435
-4106.77,0.0232408,0.931729,2,3,0,4109.46,4.47485,0.0580494,0.0983401,0.0394162,1.00435
-4107.92,0.995979,0.0917633,5,31,0,4109.97,5.082,0.0545287,0.133045,0.0301542,0.981158
-4106.02,0.998154,0.17075,3,7,0,4108.51,4.84361,0.0574671,0.130066,0.0298941,0.991719
-4109.19,0.863464,0.316765,3,15,0,4110.81,4.04463,0.0651456,0.135554,0.0318081,1.01096
-4106.92,0.936526,0.392076,3,15,0,4112.53,4.57786,0.0639013,0.111047,0.0319394,0.979322
-4106.86,0.801774,0.598183,2,3,0,4108.36,4.86077,0.0675778,0.115169,0.0336277,1.00637
-4107.73,0.96067,0.614681,2,3,0,4108.57,4.08006,0.0712593,0.110931,0.0340559,0.981922
-4107.74,0.304216,0.994293,1,3,0,4109.16,4.90252,0.0722732,0.10579,0.0385618,0.988301
-4109.98,0.941332,0.248467,3,15,0,4111.24,5.19545,0.0727152,0.109634,0.0366446,0.981401
-4106.59,0.993622,0.380587,2,7,0,4110.67,4.55584,0.0713476,0.0959475,0.0373425,0.998136
-4105.74,0.57043,0.669572,2,7,0,4109.19,4.92112,0.0508448,0.119332,0.0336862,0.998143
-4105.49,0.971135,0.362648,3,15,0,4106.87,4.33991,0.0631412,0.111636,0.0367664,0.987603
-4105.46,0.941711,0.59457,2,3,0,4106.37,4.30469,0.0583715,0.118975,0.0370205,0.99724
-4106.12,0.402977,0.892618,3,7,0,4107.9,5.05666,0.0490549,0.118079,0.0335268,0.988489
-4105.54,0.99183,0.311874,3,7,0,4107.04,5.23284,0.0483867,0.100223,0.0338486,0.993937
-4105.87,0.840752,0.534551,3,7,0,4107.66,4.52466,0.0591447,0.129654,0.0308178,0.994449
-4109.51,0.418042,0.608577,3,7,0,4112.65,6.11315,0.0452632,0.0803206,0.0265693,0.979575
-4111.54,0.949412,0.227522,3,7,0,4112.95,6.0778,0.0441288,0.0764192,0.0266555,1.01493
-4110.52,0.937985,0.345491,3,7,0,4115.82,5.83729,0.0474447,0.104194,0.0235172,0.977226
-4108.92,0.862695,0.505994,3,7,0,4112.48,5.91324,0.0529068,0.0900299,0.0245279,1.00864
-4108.78,0.891004,0.607131,3,15,0,4114.72,5.12293,0.0471073,0.100108,0.0448998,0.998748
-4105.53,1,0.780765,2,3,0,4108.72,4.53314,0.0588441,0.115256,0.0394038,0.989585
-4105.53,1.11083e-08,1.31776,1,3,1,4111.2,4.53314,0.0588441,0.115256,0.0394038,0.989585
-4107.1,0.972047,0.17915,4,15,0,4108.74,4.4384,0.0621104,0.0928882,0.0404899,1.0011
-4106.27,0.979779,0.282852,4,15,0,4108.26,4.9888,0.0649517,0.124764,0.0314084,0.99791
-4106.92,0.765067,0.452145,3,7,0,4110.76,4.85771,0.0598034,0.127646,0.0281533,0.985239
-4106.71,0.966338,0.423583,4,15,0,4108.87,4.68592,0.053212,0.0938659,0.03658,0.985341
-4107.1,0.917896,0.648911,3,7,0,4108.75,4.03513,0.0645459,0.134723,0.0319142,0.991688
-4107.1,0.135438,0.878688,1,1,0,4109.09,4.03513,0.0645459,0.134723,0.0319142,0.991688
